query_id,chunk_id,position,score,Context,Question
Does the company encourage downstream partners to carry out climate-related risk assessments?,66f2b9de729799aa,8,2.0,"As one of the world’s largest companies, we can play a role in creating a better, more environmentally sustainable future. We’re acting to address climate change and prepare for its impacts because it is good for our business, for the stakeholders we serve and for our planet. We’re on our way to carbon neutrality by the end of 2035 and are actively working with our suppliers and customers to help reduce their environmental impact as well.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,88dc5aa2726d0288,9,1.0,"Supplier sustainability integration We engage our strategic suppliers to integrate sustainability performance metrics into sourcing decisions. These assessments cover a range of ESG factors such as environmental management, circular economy, stakeholder engagement and a supplier’s management of its own supply chain. Our objective is for at least 80% of spend to be covered by supplier sustainability assessments through 2025.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,47ba3865416d6e62,10,1.0,82% of spend had sustainability performance metrics embedded in sourcing decisions in 2022,Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,95d73d9643d96615,11,1.0,"GOAL / TARGET PROGRESS 
Lead our supply chain to improve its social and environmental impacts by integrating sustainability performance metrics into our sourcing decisions for 80% of our spend by the end of 2025.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,45be6b7ea4afd8ac,12,2.0,"Strategic approach 
Through our Ambition Zero Carbon strategy, we are pursuing ambitious science-based decarbonisation targets, accelerating our progress towards net zero, and managing the risks and opportunities presented by climate change: 
[...]
• We recognise the importance of our supply chain and suppliers, whom we engage with, educate, support and incentivise to act [...]  ",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,fd5c9bbc126047ee,13,3.0,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,3cd1e6e42e3601ec,3,3.0,Bold climate action and investments in nature and biodiversity are vital to improve health outcomes. The environmental challenges we face are multifaceted and ecosystem issues are interconnected. Systems-level thinking is needed to deliver better health outcomes with a lower environmental footprint.,Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,73a5bdd40a6b5e35,4,1.0,"Integration with our strategy and business model 
We manage our Environmental protection material focus areas in an interconnected way. Sustainable product design, sourcing and manufacturing aim to achieve lower natural resource use, reduced chemical and water demand, and generate less waste and pollution, as well as a lower GHG emissions footprint.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,44b901fc6fe42b96,5,1.0,"Target Progress 
Reduce water use by 20% below the 2015 baseline by 2025.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,d796be27010eec07,6,1.0,"We recognise the many benefits of self-generated renewables to site energy costs, resilience, temporal relevance and employee engagement, and have spent $19.4 million from 2022 to 2023 on on-site solar photovoltaic (PV) installations at nine locations in seven countries.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,ec48ba5e6ebfee38,7,1.0,"Ambition Zero Carbon 
Scope of this focus area Across our value chain: 
• To achieve net zero by avoiding GHG emissions through our product and facility design, optimising energy efficiency, shifting to renewable energy sources, transitioning to a battery electric vehicle (BEV) fleet, and investing in nature-based removals to compensate for any residual GHG footprint 
• To build resilience by managing the physical (sites, supply chain) and transitional (regulatory, technological, market and reputational) risks and opportunities arising from climate change and in a low-carbon economy, through adaptation and business continuity planning",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?",79181e5d175d2a61,2,2.0,"Task Force on Climate-related Financial Disclosures (TCFD) 
We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated. The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.","Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?"
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,747a86fc45562323,8,1.0,"Supply chains from the pharmaceutical sector are highly complex, making it difficult to define our impacts and dependencies on nature and prioritise mitigating actions, especially because local conditions often necessitate unique solutions for shared challenges. Many materials needed to produce medicines are hazardous in nature and difficult to replace, generating waste streams that are challenging to reuse, recycle or repurpose. These factors mean cross-sectoral collaboration with suppliers, regulators, and other companies and organisations are needed to address the growing threats and changes to local ecosystems that our business relies upon.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,d263282f0e8a45d3,9,1.0,"Our key targets aim to decouple water use and waste generation from business growth, supported by efficiency projects, partnership, and engagement with suppliers, and designing out waste and pollution in support of water security and minimised environmental impact where we operate.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,025de6b2fc9ad180,3,2.0,"Environmental Management System 
Our Code of Ethics guides our behaviours and states that we operate in an environmentally responsible manner, working to minimise our reliance and impact on natural resources and promote environmental sustainability, as well as minimising the environmental impact of our products from discovery to disposal. ",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,2236d26704bd89d2,4,1.0,"We are also furthering our commitment to assess and minimise environmental impacts from our supply chain. While making progress on our existing responsible sourcing targets to create action plans for identified key raw materials of natural origin, we are building a risk-based approach to assess additional new and existing materials’ impacts and dependencies on nature. This is helping prepare us for future reporting to the Taskforce on Nature-related Financial Disclosures (TNFD) framework, where we have announced we will be an early adopter.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,7fdf8cfdabaf9205,5,1.0,"Recognising that our supply chains have the potential to impact biodiversity, we have committed to developing a framework to systematically assess biodiversity risks and dependencies across our value chain during 2024. We will build on this knowledge to ensure all agricultural, forestry and marinederived materials used in our products and research activities are sustainably sourced by 2028. We are also committed to demonstrating key forest risk commodities are free from deforestation and ecosystem conversion by 2025.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,fa557e8956beac3a,6,2.0,We are committed to reducing our impact on the planet and investing in nature and biodiversity to benefit planetary and societal health. We recognise that adopting circular business approaches and implementing efficient processes to develop and produce our medicines are key to reducing natural resources used in our value chains.,Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,747a86fc45562323,7,2.0,"Supply chains from the pharmaceutical sector are highly complex, making it difficult to define our impacts and dependencies on nature and prioritise mitigating actions, especially because local conditions often necessitate unique solutions for shared challenges. Many materials needed to produce medicines are hazardous in nature and difficult to replace, generating waste streams that are challenging to reuse, recycle or repurpose. These factors mean cross-sectoral collaboration with suppliers, regulators, and other companies and organisations are needed to address the growing threats and changes to local ecosystems that our business relies upon.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,dc9c19bd3014debb,8,2.0,• Our life cycle assessment (LCA) programme determines the type and magnitude of environmental impacts across our product value chains and is in line with ISO standards 14040 and 14044,Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,0b53929fa6be61a3,9,2.0,"People and the planet will benefit from those medicines which have the smallest possible environmental impact yet maintain the highest medical efficacy and safety standards. As technologies and healthcare systems evolve, so should solutions to reduce energy, water, material use, waste and pollution generated from designing, manufacturing and delivering medicines to patients.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,7d9ecd668de882ec,10,1.0,"In many cases, mitigation measures are already in place, including for the risks and opportunities presented by the transition to a low-carbon economy and the provision of netzero healthcare. Based on current assessments, physical and transitional climate-related risks are included within a specific risk in the Group’s risk landscape ‘Failure to meet regulatory or ethical expectations on environmental impact, including climate change’, which is not currently considered to be a Principal Risk for the Group.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,6dade04d0668c0a8,10,2.0,"Beyond the benefits of our medicines to patients, our contribution to society must respect our environment and ensure that our use of the planet’s finite natural resources is sustainable. We know that a healthy environment is critical for human health.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company have a specific process in place to identify risks arising from climate change?,6b4e5f20e05e3a95,6,1.0,"Strategic approach 
Through our Ambition Zero Carbon strategy, we are pursuing ambitious science-based decarbonisation targets, accelerating our progress towards net zero, and managing the risks and opportunities presented by climate change: 
[...]
• We are transparent about our performance, methodologies, transition plan and assessment of climate-related risks and opportunities presented by a low-carbon economy and net-zero healthcare 
• We have nature-based and technical measures in place to identify and address physical climate risks at site level and in local business continuity planning ",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,9713d95fea1840ba,7,1.0,"The guide for our Environmental Management System is embedded in our Code of Ethics supported by our Safety, Health, and Environment (SHE) Standard. This Standard sets out the principles central to our workplace under AstraZeneca’s Code of Ethics and Global Policy Framework (GPF), together with our OneSHE Framework of internal standards, procedures and guidelines. Our SHE management system is implemented in line with recognised international standards such as ISO 14001 and 50001. It ensures the environmental risks of our activities are assessed, operational controls are in place, checks are completed through a risk-based audit programme guided by an independent organisation and there is an annual management review process.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,4fd828397b1faae9,8,1.0,A TCFD Steering Group with cross-functional membership has oversight of the physical and transitional risks and opportunities posed to AstraZeneca by climate change. The identification and assessment of climate risk forms part of our existing risk management processes,Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,79181e5d175d2a61,9,1.0,"Task Force on Climate-related Financial Disclosures (TCFD) 
We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated. The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,478057fdc8a29c69,10,1.0,"We follow the science to lower the economic and environmental burden of healthcare, while improving health outcomes and reducing our exposure to environmental risks. To achieve this, we are accelerating the delivery of net-zero healthcare, proactively managing our environmental impact across all activities, investing in nature and biodiversity, and assessing and managing both risks and opportunities. At AstraZeneca, we are demonstrating that this can be achieved alongside business growth, but there is more to do. By investing in new ways of working and through innovative collaborations, we can maximise the efficiency of how we use natural resources to further reduce our footprint.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,4e5e7fe2ff689547,11,1.0,"In 2023, we established an internal Sustainability Steering Committee (SteerCo) comprised of leaders representing functions relevant to the sustainability strategy. The SteerCo is responsible for monitoring key sustainability impacts, risks and opportunities, including reporting and compliance, and ensuring (1) appropriate mitigation measures, (2) sustainability data quality and transition to reasonable assurance and (3) that crossfunctional teams are in place to manage ESG risks, regulatory reporting compliance and ESG ratings. The SteerCo is co-chaired by the SVP Finance, Group Controller and Head of Global Finance Services and the VP Global Sustainability and SHE.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,14da7928b3e6ef33,11,1.0,"Taskforce on Nature-related Financial Disclosures (TNFD) 
We are beginning to identify our impacts and dependencies on nature across our value chain as we prepare for the Locate, Evaluate, Assess and Prepare (LEAP) model from TNFD. We are discovering further opportunities for local collaborations to make a positive impact on locations of global importance to us.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,79181e5d175d2a61,11,1.0,"Task Force on Climate-related Financial Disclosures (TCFD) 
We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated. The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company have a specific process in place to identify risks arising from climate change?,58358a220b9fa680,12,1.0,"Sustainability Goals
2030 Target
• Work with our suppliers to increase GHG reporting and proactively address risks driven by climate change-driven risks.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,04c58e8204b6a71e,12,2.0,Solid waste includes material that has been discarded or abandoned or that is no longer useful or usable and has been designated for removal. Items that are reused or reclaimed are excluded from solid waste. Boeing has dedicated teams working to prevent waste from going to landfills and to assess opportunities to return or reuse packaging for parts. ,Does the company report how adjustments to its business operations will allow it to adapt to climate change?
"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?",68962a1ee83e1303,3,2.0,"Boeing strives to reduce operational GHG emissions, both during times of growth and during times of challenge. Our strategy for Scope 1 and Scope 2 emissions, which we detail in the following section, aligns to a 1.5 degrees Celsius global warming potential scenario, in support of the global climate goals. ","Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?"
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,8ea36dffb193430a,12,2.0,"Environmental Compliance is Good for Business, People and the Planet
A fundamental element of Boeing’s environmental policy is to maintain regulatory compliance. When noncompliance is identified in our environmental management systems, Boeing evaluates and analyzes the incident, implements corrective actions and shares process improvements to build the learning into the organization. ",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,f820642436b891ac,13,2.0,"Enterprise GHG emissions from operations are calculated after the conclusion of the reporting year. However, the emissions from natural gas and electricity usage at Core Metric Sites are calculated and monitored on a monthly basis through the use of utility bills and are continuously validated and updated throughout the reporting year. The emissions factors for these energy sources are validated at least annually and updated when appropriate following guidance from the World Resources Institute GHG Protocol. The energy data and emissions factors are verified as part of a third-party limited assurance process. ",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,25451bda54e44f55,14,3.0,"Boeing’s sustainable operations strategy is managed within the Global Enterprise Sustainability organization, in close partnership with stakeholders across the enterprise. Through our Sustainable Operations subcouncil, we track performance across the enterprise and at the site level to assess our progress, identify challenges and opportunities, and share best practices.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,2be2d4eeeb664432,15,3.0,"Boeing’s environmental strategy is guided by a comprehensive review and assessment of the most significant environmental challenges and risks facing the company, and our environmental priorities are set with internal and external stakeholders. The analysis includes direct input and perspectives on industry best practices and community requirements from diverse stakeholders, such as customers, environment-focused nongovernmental organizations (NGO) and the company’s global leadership. The information helps Boeing identify and update our understanding of current and emerging sustainability issues that are critical to the company and our stakeholders. It also informs our next-generation environmental strategy and targets. ",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,c37da9cbed8cba62,16,3.0,"The Cascade effect
Boeing debuted The Boeing Cascade Climate Impact Model (Cascade) at the Farnborough International Airshow in 2022. This web application uses digital technical data pulled from across the world to visualize how introducing various sustainable aviation options would impact global emissions. Cascade uses life cycle modeling to accurately quantify how choices in the four key areas impact the atmospheric concentrations of carbon dioxide. Cascade is a way to visualize the climate impact of global commercial aviation while creating scenarios to calculate what kind of positive impacts our levers to decarbonize aviation would have on carbon emissions: fleet renewal, operational efficiency, renewable energy and new aviation technologies like hybrid, electric or hydrogen airplanes.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company encourage downstream partners to carry out climate-related risk assessments?,58358a220b9fa680,14,3.0,"Sustainability Goals
2030 Target
• Work with our suppliers to increase GHG reporting and proactively address risks driven by climate change-driven risks.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,05e267ce7e0ca2f6,17,2.0,"Materials/Feedstocks. Boeing examines coatings that improve our planes’ aerodynamics, fuel efficiency and longevity, in part by using more parts that can be repurposed. Lighter composite materials permit us to design more fuel-efficient aircraft like our primarily composite 787 Dreamliner. Boeing simultaneously supports research into regenerative feedstocks that can replace constituents that are nonrenewable resources. For example, the bio-based regenerative feedstocks from forestry waste and pine root oil that we are researching at Villanova University may one day be integrated into the epoxy resins used in our interior parts, enabling us to reduce the feedstock-related emissions from extraction and refining compared to petrochemical-based feedstocks. Meantime, we recycle the metals used in manufacturing our aircraft back into our supply chain, reducing reliance on virgin materials.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company have a specific process in place to identify risks arising from climate change?,1b038ba922f285c3,13,3.0,"Precautionary Principle: Boeing has a robust enterprise risk management (ERM) process, which is described in the Governance and Risk Management section. While the Precautionary Principle is not specifically applied as part of our ERM, we do consider environmental protection as a fundamental part of our approach to business. For example, the Due Diligence program conducts reviews designed to reduce risks and to facilitate efficient environment, health and safety integration of acquired properties and business operations. Environmental considerations are also included in our life cycle assessments of products and projects. Life cycle assessments are discussed further in the Products & Services section of this report.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,33672252b877eccc,14,2.0,"Stepping up for sustainability:
Boeing deploys supplier assessments 
Boeing is taking the next step to advance sustainability efforts by deploying an industry voluntary approach to sustainability assessments established by the IAEG and implemented by EcoVadis. This allows Boeing to address sustainability considerations in procurement processes and manage risk in its supply chain.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,cdcd3643e64bcbcb,15,3.0,"The results from the risk assessments and sustainability priority assessment are compared for commonality, and overlapping risks receive additional monitoring and management. For example, Innovation and Clean Tech is a key priority for Boeing and our 2030 goal of 100% SAF-compatible current and future commercial airplanes is a key component to the commercial aviation industry’s climate goals. Within the ERM process, Boeing mitigates and manages the key strategic risk to this priority and goal — the ability to scale SAF supply to meet the demand needed to achieve the commercial aviation industry’s net-zero ambitions.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,267bf901d7041fca,16,3.0,"Enterprise Risk Management 
The full Board of Directors reviews enterprise risks on a regular basis as well as conducts regular reviews of our ethics and compliance programs. ERM assesses strategic risks to the company and industry, including topics within the environmental, social and governance elements of sustainability, such as climate and policy change.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,a08a15b491f9d05c,17,3.0,"Boeing has two overarching risk processes: Enterprise Risk Management (ERM) and Compliance Risk Management (CRM). All functions and business units participate in both ERM and CRM, including the Global Enterprise Sustainability organization. Global ERM and CRM risk assessments are completed annually to determine the most critical risks to Boeing. ",Does the company have a specific process in place to identify risks arising from climate change?
Does the company have a specific process in place to identify risks arising from climate change?,5cad2f01ec9482a0,18,2.0,"With over 100 years at the forefront of innovation, Boeing has established processes to identify, assess, mitigate and manage risk. It is the responsibility of the Board and senior management to ensure that we avoid imprudent risks and mitigate the strategic, technological, operational and compliance risks we face, all with our core values of safety, quality, integrity and sustainability at the forefront. Our Board has significant climate change risk expertise and management skills and experience, which is described further in the Proxy Statement. Senior management is responsible for day-to-day management of risk, including the creation of appropriate risk management policies and procedures.",Does the company have a specific process in place to identify risks arising from climate change?
Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,6381b4719d8b3657,18,3.0,"Design/Technology. Boeing evaluates new product designs and technologies to determine if they are safe and sustainable by conducting an environmental life cycle assessment. We strive to evaluate new aircraft design concepts, materials and technologies early in the development process to assess how much we can reduce the risks and expenses associated with its environmental footprint. We aim to examine whether more sustainable approaches exist for new product design, considering everything from selecting materials and parts to improving manufacturing processes and in-service operations to recycling the plane.",Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,455a84a3b1dbf473,13,2.0,"Boeing sets rigorous water use reduction targets at our manufacturing sites to preserve this natural resource for the environment and our communities. Boeing’s water is
sourced from local public utilities (surface, ground and reclaimed water) and company generation (on-site well, on-site reclamation and rain capture). This sourced water supports manufacturing, sanitation, drinking water, cooling and irrigation across the company.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company encourage downstream partners to carry out climate-related risk assessments?,4358467cc95faad9,15,3.0,"Supplier Collaboration: In 2021, Boeing co-founded an industry effort through the International Aerospace Environmental Group to establish a voluntary sectoral framework for ESG engagement, including assessment and awareness, throughout the aerospace manufacturing industry. ",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company encourage downstream partners to carry out climate-related risk assessments?,33672252b877eccc,16,3.0,"Stepping up for sustainability:
Boeing deploys supplier assessments 
Boeing is taking the next step to advance sustainability efforts by deploying an industry voluntary approach to sustainability assessments established by the IAEG and implemented by EcoVadis. This allows Boeing to address sustainability considerations in procurement processes and manage risk in its supply chain.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,df01178eaf311f00,14,3.0,"Operational Targets Progress
Performance Area: Hazardous Waste
2030 Targets:
• 5% hazardous waste reduction from 2025.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,642481ac17bf2cd9,15,3.0,"Operational Targets Progress
Performance Area: Solid Waste
2030 Targets:
• 30% reduction in solid waste produced from 2025.
• Over 90% diversion from landfill or incineration.
• Zero solid waste to landfill certification where applicable at major sites.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,1dcb2a7f68df7a1c,16,3.0,"Operational Targets Progress
Performance Area: Water
2030 Targets:
• 5% reduction from 2025.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,23ef8d6224296beb,17,3.0,"Operational Targets Progress
Performance Area: Greenhouse Gas Emissions
2030 Targets:
• Net-zero emissions.
• 55% GHG reduction from 2017
• 100% renewable electricity",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,989175aa1ba7a9d3,18,3.0,"Boeing invests in sustainable operations to reduce the impact of our manufacturing sites and is focused on conserving resources. We prioritize reducing emissions, energy, water and waste throughout our global operations and have set 2025 waypoints toward 2030 goals to share our progress and remain accountable as we increase production.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,24144b1034acbfa8,19,3.0,"We are focused on continuous improvements in pursuit of the sustainable product life cycle across key elements including greenhouse gas emissions (Scope 1 and Scope 2), energy usage, water and waste management. We take action to decrease our impact through renewable energy procurement, targeted infrastructure and equipment investments, efficiency standards and conservation initiatives that include deployment of best practices and employee engagement strategies. Core to this strategy is the ongoing engagement of our employees each year through education and initiatives focused on ways in which they can reduce their environmental impact at work, and at home. ",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company encourage downstream partners to carry out climate-related risk assessments?,a868a5b550492253,17,3.0,"Boeing is driving a holistic approach to responsible supply chain practices that align with the Organisation for Economic Co-operation and Development’s Due Diligence Guidance for Responsible Business Conduct. In 2021, we co-founded an industry effort through the International Aerospace Environmental Group (IAEG) to establish a voluntary sectoral framework for ESG engagement, including assessment and awareness, throughout the aerospace manufacturing industry. ",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,ccad568760b8dd7c,20,3.0,"Lighter seats lift efficiency
Boeing’s Cabin and Interiors and Payloads Engineering teams are finding innovative ways to reduce waste, emissions and weight during the product life cycle for complete customer solutions that promote sustainability. One of those ways involves a group of college students in Spokane, Washington. Boeing and joint venture aircraft seating partner, Adient Aerospace, joined with Gonzaga University’s School of Engineering and Applied Science students to support a sustainability-focused research initiative.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,d1ad7be633a061ca,21,3.0,"Informed by the company’s extensive evaluation and testing of alternative propulsion sources and renewable energy and its research partnerships, and supported by Boeing’s expertise in commercial aircraft design and history of innovation on alternative energy and propulsion systems, Boeing has launched a new effort to conceptually design and assess the potential environmental impacts of “Future Flight Concepts.” These concepts are exploring applications of technologies including electrification and alternative fuels, such as hydrogen. ",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,79b73ae52b4741ab,22,3.0,"Renewable energy can help reduce carbon emissions inside our operations and from our products and services. For our products, renewable energy can help reduce the carbon intensity of an energy powering our products, such as Sustainable Aviation Fuel (SAF), green hydrogen and batteries. Boeing believes SAF is a necessary lever to decarbonize aviation. However, it will take a “SAF and” approach and not a “SAF or” approach to support the commercial aviation industry’s ambition for net zero by 2050. As part of the “SAF and” approach, Boeing continues to advance the viability of other renewable energy carriers and their safe use on aircraft.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,0384e0ae18481cca,23,2.0,"Operational Efficiency 
Safe, sustainable skies are the priority. Boeing continues to invest to ensure our aircraft have the latest equipment and services to support advanced procedures, and we also work with airlines, government customers, air navigation service providers and airports on efficiency improvements. These include procedures such as continuous descent approaches and equipment upgrades such as GPS-based navigation for more direct routings. We develop services to leverage data for fuel and flight efficiency, help customers optimize flight planning and provide pilots with real-time weather and traffic information. ",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,5111345b146eeab2,24,3.0,"Fleet Renewal
In December 2022, Boeing and United Airlines announced the carrier is investing in its future fleet with an order for 100 787 airplanes, with the option to purchase 100 more. The deal is the largest 787 Dreamliner order in Boeing’s history. United is also purchasing 100 737 MAX jets. (Boeing photo) New airplanes provide significant efficiency gains — historically each generation reduces fuel use and emissions 15%-25%. Deploying the latest generation of airplanes is one of the most significant contributions to CO2 emissions reduction available over the next decade. Boeing will continue to invest in efficiencies that reduce fuel use and carbon emissions. ",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,7036b54b417c173f,25,3.0,"Four Strategies to Advance Sustainable Aerospace Together
Fleet Renewal
Operational Efficiency
Renewable Energy
Advanced Technology
Cross-sector global partnerships required",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
Does the company encourage downstream partners to carry out climate-related risk assessments?,7a21e2c8bb879512,18,3.0,"• IAEG member companies participating in the sector initiative can access completed assessments to benchmark their suppliers’ sustainability performance.
• Boeing’s engagement in this industry approach reduces the supplier burden to complete multiple, unique assessment requests. Suppliers also can access educational materials to help drive sustainability improvements.",Does the company encourage downstream partners to carry out climate-related risk assessments?
Does the company report how adjustments to its business operations will allow it to adapt to climate change?,7c7f6b053c289af9,26,3.0,"Sustainability test bed turns 10
The Boeing ecoDemonstrator marked its 10-year anniversary in 2022 — accelerating innovation by taking promising technologies out of the lab and rigorously testing them
in an operational environment.
By the numbers:
The program has tested over 225 technologies to help enhance safety, decarbonize aviation and improve operational efficiency and the passenger experience.",Does the company report how adjustments to its business operations will allow it to adapt to climate change?
