Unnamed: 0,Document,Question,Context,Relevant,Page,Source From,Answer,Source Relevance Score,Unsure Flag,Addressed Directly,Core 16 Question
10,2022_BXP_ESG_Report.pdf,Does the company seek to adjust its business model to better provide climate change adaptation products and services?,"We design buildings to minimize light pollution which increases night sky access and reduces the consequences of development for wildlife and people. When we install site lighting, we typically model light levels and specify fixtures that minimize the trespass of light beyond the site boundary. We are also committed to supporting biodiversity by maintaining tree canopy cover and vegetated areas. BXP has several green roofs and has been a leader in urban beekeeping, with seven on-site apiaries. At our Bay Colony complex in Waltham, MA, BXP has installed bat houses to provide habitats for North American bats while also naturally reducing the number of insects on the waterfront property. We have also commissioned four urban farms in our Boston and Washington, DC regions that provide food for local charities. In 2022, BXP did not have any environmental violations.","We design buildings to minimize light pollution which increases night sky access and reduces the consequences of development for wildlife and people. When we install site lighting, we typically model light levels and specify fixtures that minimize the trespass of light beyond the site boundary. We are also committed to supporting biodiversity by maintaining tree canopy cover and vegetated areas. BXP has several green roofs and has been a leader in urban beekeeping, with seven on-site apiaries. At our Bay Colony complex in Waltham, MA, BXP has installed bat houses to provide habitats for North American bats while also naturally reducing the number of insects on the waterfront property. We have also commissioned four urban farms in our Boston and Washington, DC regions that provide food for local charities. In 2022, BXP did not have any environmental violations.",43,text,"[[YES]] The company adjusts its business model to better provide climate adaptation products and services. It is engaged in addressing climate-related issues at all levels of the business, including by issuing green bonds, developing LEED projects, decarbonizing and reducing water usages, supporting sustainable construction material, and assessing climate vulnerabilities to build adapted infrastructure. The company strives to be a leader in green building, advacing a low-carbon economy.",2.0,,indirectly,1
17,2022_BXP_ESG_Report.pdf,Does the company have any engagements with industry peers in relation to climate change?,"Our approach to climate-related issues is informed by robust stakeholder engagement. We are in frequent dialogue with investors, clients, community members, governmental policymakers, consultants, and other non-governmental organizations. We are heavily involved in industry associations and participate in conferences and workshops covering ESG, sustainability, and climate resiliency topics. Through these engagements, we enhance our knowledge of climate-related issues and those issues that are most important to our stakeholders as well as industry best practices.","Our approach to climate-related issues is informed by robust stakeholder engagement. We are in frequent dialogue with investors, clients, community members, governmental policymakers, consultants, and other non-governmental organizations. We are heavily involved in industry associations and participate in conferences and workshops covering ESG, sustainability, and climate resiliency topics. Through these engagements, we enhance our knowledge of climate-related issues and those issues that are most important to our stakeholders as well as industry best practices.",33,text,"[[YES]] The company engages with industry peers on climate change. It aims to advance the industry on sustainability issues by sharing knowledge, learning from peers, industry groups, and organizations committed to sustainable cities. It strives to enhance industry best practices through high involvement in industry associations related to sustainability and climate resilience.",3.0,,directly,1
9,2022_BXP_ESG_Report.pdf,Does the company seek to adjust its business model to better provide climate change adaptation products and services?,"We recognize the growing importance of water conservation, particularly where water scarcity has been an issue. Over the past nine years, BXP has upgraded plumbing fixtures across more than one-third of our in-service portfolio and has continued to execute LEED-certified new development projects that are designed to use 30% to 40% less water than code. Since 2008, BXP has reduced water use intensity (gallons/SF) by 45%. We use ENERGY STAR Portfolio Manager to monitor and benchmark water usage in buildings where we have access to water meter data. We prioritize the oldest, least efficient fixtures for improvement, and focus our efforts on some of our largest properties to ensure that we are maximizing our conservation efforts. Implemented improvements include smart controllers, low-flow sprinkler heads, rain sensors, cooling tower retrofits, and infrastructure improvements.","We recognize the growing importance of water conservation, particularly where water scarcity has been an issue. Over the past nine years, BXP has upgraded plumbing fixtures across more than one-third of our in-service portfolio and has continued to execute LEED-certified new development projects that are designed to use 30% to 40% less water than code. Since 2008, BXP has reduced water use intensity (gallons/SF) by 45%. We use ENERGY STAR Portfolio Manager to monitor and benchmark water usage in buildings where we have access to water meter data. We prioritize the oldest, least efficient fixtures for improvement, and focus our efforts on some of our largest properties to ensure that we are maximizing our conservation efforts. Implemented improvements include smart controllers, low-flow sprinkler heads, rain sensors, cooling tower retrofits, and infrastructure improvements.",40,text,"[[YES]] The company adjusts its business model to better provide climate adaptation products and services. It is engaged in addressing climate-related issues at all levels of the business, including by issuing green bonds, developing LEED projects, decarbonizing and reducing water usages, supporting sustainable construction material, and assessing climate vulnerabilities to build adapted infrastructure. The company strives to be a leader in green building, advacing a low-carbon economy.",2.0,,indirectly,1
7,2022_BXP_ESG_Report.pdf,Does the company report the climate change scenarios used to test the resilience of its business strategy?,"We continue to proactively assess the potential risks that may impact the properties in our portfolio, but our assessment and analysis remain preliminary as we gather information and monitor the evolving regulatory landscape related to climate change. Our process for assessing climate-related risks and their implications on our properties and business includes conducting climate change scenario analysis on our portfolio assets. In 2021, we engaged Moody’s ESG Solutions (formerly known as the Four Twenty Seven Application), an independent provider of science-driven insights and analytics on climate risk, for its climate risk scoring to evaluate the forward-looking physical climate risk exposure of our entire portfolio. The scenario analysis and physical risk scoring was based on an RCP 8.5 emissions scenario, which is a worst-case, high-emissions scenario, under a time horizon up to 2040. [...] The scenario analysis included all in-service assets owned by BXP and included climate events such as hurricanes, wildfires, heat stress, water stress, flooding, and sea-level rise. We are also using Moody’s ESG Solutions data to identify potential risks during the new acquisition diligence process. The analysis of our portfolio yielded no material findings. We consider climate-related risks and opportunities in the context of the following time horizons: short-term (1-2 years), medium-term (3-10 years) and long-term (>10 years). Based on the foregoing process for evaluating climate-related risks, including the scenario analysis, we have identified (1) the following potential physical and transition risks associated with climate change that could impact our portfolio in the future across the stated time horizons and (2) BXP’s climate-related opportunities.","We continue to proactively assess the potential risks that may impact the properties in our portfolio, but our assessment and analysis remain preliminary as we gather information and monitor the evolving regulatory landscape related to climate change. Our process for assessing climate-related risks and their implications on our properties and business includes conducting climate change scenario analysis on our portfolio assets. In 2021, we engaged Moody’s ESG Solutions (formerly known as the Four Twenty Seven Application), an independent provider of science-driven insights and analytics on climate risk, for its climate risk scoring to evaluate the forward-looking physical climate risk exposure of our entire portfolio. The scenario analysis and physical risk scoring was based on an RCP 8.5 emissions scenario, which is a worst-case, high-emissions scenario, under a time horizon up to 2040. [...] The scenario analysis included all in-service assets owned by BXP and included climate events such as hurricanes, wildfires, heat stress, water stress, flooding, and sea-level rise. We are also using Moody’s ESG Solutions data to identify potential risks during the new acquisition diligence process. The analysis of our portfolio yielded no material findings. We consider climate-related risks and opportunities in the context of the following time horizons: short-term (1-2 years), medium-term (3-10 years) and long-term (>10 years). Based on the foregoing process for evaluating climate-related risks, including the scenario analysis, we have identified (1) the following potential physical and transition risks associated with climate change that could impact our portfolio in the future across the stated time horizons and (2) BXP’s climate-related opportunities.",33,text,"[[YES]]  The company reports the climate change scenarios used to test the resilience of its business strategy by conducting climate change scenario analysis on  portfolio assets. The company considers climate-related risks and opportunities in the context of the following time horizons: short-term (1-2 years), medium-term (3-10 years) and long-term (>10 years). Through the scenario analysis, the company has identified potential physical and transition risks associated with climate change that could impact our portfolio in the future across the stated time horizons as well as BXP’s climate-related opportunities.",3.0,,directly,1
6,2022_BXP_ESG_Report.pdf,Does the company report the climate change scenarios used to test the resilience of its business strategy?,"We carry all-risk property insurance on our properties including those under development. Insurance coverage mitigates the impact on BXP from losses associated with natural catastrophes, such as floods, fires, earthquakes, and wind events. We are preparing for long-term climate risk by considering climate change scenarios and will continue to assess climate change vulnerabilities resulting from potential future climate scenarios and sea-level rise. We will continue to evaluate existing plans and procedures and proactively implement practical, cost-effective resiliency measures and infrastructure enhancements, including:
• Business Continuity Plans.
• Emergency Response and Life Safety Plans.
• Emergency evacuation planning, procedures, and drills.
• Client engagement and coordination.
• Life safety analysis.
• Elevation of vault, switchgear, and critical equipment during new development.
• Waterproofing of subgrade infrastructure.","We carry all-risk property insurance on our properties including those under development. Insurance coverage mitigates the impact on BXP from losses associated with natural catastrophes, such as floods, fires, earthquakes, and wind events. We are preparing for long-term climate risk by considering climate change scenarios and will continue to assess climate change vulnerabilities resulting from potential future climate scenarios and sea-level rise. We will continue to evaluate existing plans and procedures and proactively implement practical, cost-effective resiliency measures and infrastructure enhancements, including:
• Business Continuity Plans.
• Emergency Response and Life Safety Plans.
• Emergency evacuation planning, procedures, and drills.
• Client engagement and coordination.
• Life safety analysis.
• Elevation of vault, switchgear, and critical equipment during new development.
• Waterproofing of subgrade infrastructure.",35,text,"[[YES]]  The company reports the climate change scenarios used to test the resilience of its business strategy by conducting climate change scenario analysis on  portfolio assets. The company considers climate-related risks and opportunities in the context of the following time horizons: short-term (1-2 years), medium-term (3-10 years) and long-term (>10 years). Through the scenario analysis, the company has identified potential physical and transition risks associated with climate change that could impact our portfolio in the future across the stated time horizons as well as BXP’s climate-related opportunities.",3.0,,directly,1
5,2022_BXP_ESG_Report.pdf,Has the company identified any synergies between its climate change adaptation goals and other business goals?,"BXP’s environmental, social, and governance (ESG) strategy aligns with our mission to envision, develop, and manage exceptional properties that enhance client success, strengthen communities, and advance opportunity. We believe that responsible real estate ownership, investment, and management contributes to progress on economic, social, and environmental issues. In 2022, we remained focused on measurable social and environmental impacts, which we are pleased to detail in this report. The real estate industry plays an important role in maintaining the economic vitality of our cities and communities, mitigating the climate crisis, and creating diverse and inclusive workplaces. As a long-term investor in our people, our properties, and our communities, we are proud of our leadership position in sustainability and continued progress towards our ESG goals.","BXP’s environmental, social, and governance (ESG) strategy aligns with our mission to envision, develop, and manage exceptional properties that enhance client success, strengthen communities, and advance opportunity. We believe that responsible real estate ownership, investment, and management contributes to progress on economic, social, and environmental issues. In 2022, we remained focused on measurable social and environmental impacts, which we are pleased to detail in this report. The real estate industry plays an important role in maintaining the economic vitality of our cities and communities, mitigating the climate crisis, and creating diverse and inclusive workplaces. As a long-term investor in our people, our properties, and our communities, we are proud of our leadership position in sustainability and continued progress towards our ESG goals.",4,text,"[[YES]] The company has identified many synergies between its climate change adaptation goals and other business goals. It is particularly concerned with how climate change may impact its portfolio and sees an opportunity to be a leader in the green real estate space, consistent with the interests os stakeholders and pressing risks of climate change.",3.0,,directly,1
4,2022_BXP_ESG_Report.pdf,Has the company identified any synergies between its climate change adaptation goals and other business goals?,"The environmental impact of our in-service portfolio is heavily dependent on the behavior of our clients. Effective engagement with our clients is necessary for the successful execution of our sustainability strategy. We have integrated sustainability into our property management practices, regional annual goals, leasing and construction documents, client improvement guidelines, and our routine meetings with existing and prospective clients. In addition to client meetings, we survey regularly to collect feedback regarding client satisfaction. We believe that by developing green buildings we maximize the likelihood of sustainable performance and that through effective stakeholder engagement, we can align efforts toward positive economic, social, and environmental outcomes.","We have integrated sustainability into our property management practices, regional annual goals, leasing and construction documents, client improvement guidelines, and our routine meetings with existing and prospective clients. In addition to client meetings, we survey regularly to collect feedback regarding client satisfaction. We believe that by developing green buildings we maximize the likelihood of sustainable performance and that through effective stakeholder engagement, we can align efforts toward positive economic, social, and environmental outcomes.",10,text,"[[YES]] The company has identified many synergies between its climate change adaptation goals and other business goals. It is particularly concerned with how climate change may impact its portfolio and sees an opportunity to be a leader in the green real estate space, consistent with the interests os stakeholders and pressing risks of climate change.",3.0,,directly,1
3,2022_BXP_ESG_Report.pdf,Has the company identified any synergies between its climate change adaptation goals and other business goals?,"The results of the 2022 materiality assessment have been used to establish and confirm ESG-related performance indicators for our organization, prioritize resources, and determine the contents of this report. This report prioritizes the following material aspects: economic performance; resource use; energy; GHG emissions; water; waste; customer satisfaction; public transportation; climate preparedness and resilience; green building; local community impact; diversity, equity, and inclusion; and the health, safety, and wellness of our clients and employees. There has been rising interest in ESG issues from our stakeholders, particularly related to healthy buildings, climate action, and diversity, equity, and inclusion. This report includes more information detailing BXP’s efforts to address these important issues.","There has been rising interest in ESG issues from our stakeholders, particularly related to healthy buildings, climate action, and diversity, equity, and inclusion. This report includes more information detailing BXP’s efforts to address these important issues.",11,text,"[[YES]] The company has identified many synergies between its climate change adaptation goals and other business goals. It is particularly concerned with how climate change may impact its portfolio and sees an opportunity to be a leader in the green real estate space, consistent with the interests os stakeholders and pressing risks of climate change.",2.0,,directly,1
2,2022_BXP_ESG_Report.pdf,Has the company identified any synergies between its climate change adaptation goals and other business goals?,"Increased severity of extreme weather events, including flooding and wind damage, extreme heat, and sea-level rise may cause one or more of the following to occur:• Direct damage to properties• Increased costs of property insurance• Supply-chain disruption• Costs associated with capital expenditure and infrastructure-related remediation projects• Alteration of designs at new and existing buildings• Increased costs of real estate taxes or other assessments [...] Non-compliance with regulatory requirements, including energy and carbon performance standards, may increase costs and/or introduce potential fines.Compliance with green building codes, including electrification of heating systems, may increase development and operational costs.Failure to meet sustainability needs (e.g., net-zero requirements) of clients and investors could result in lost business.Additional growth, particularly in life sciences, may increase energy and emissions intensities.Energy and carbon reductions could result in greater product differentiation and competitive advantage.Stronger ESG disclosures, particularly regarding climate action and resilience, may qualify BXP for greater inclusion in ESG ETFs and other funds.","Failure to meet sustainability needs (e.g., net-zero requirements) of clients and investors could result in lost business.Additional growth, particularly in life sciences, may increase energy and emissions intensities.Energy and carbon reductions could result in greater product differentiation and competitive advantage.Stronger ESG disclosures, particularly regarding climate action and resilience, may qualify BXP for greater inclusion in ESG ETFs and other funds.",34,text,"[[YES]] The company has identified many synergies between its climate change adaptation goals and other business goals. It is particularly concerned with how climate change may impact its portfolio and sees an opportunity to be a leader in the green real estate space, consistent with the interests os stakeholders and pressing risks of climate change.",2.0,,indirectly,1
1,2022_BXP_ESG_Report.pdf,Has the company identified any synergies between its climate change adaptation goals and other business goals?,"At BXP, we believe we can play a leading role in advancing the transition to a low-carbon economy through our climate action efforts. As a long-term owner and active manager of real estate assets in operation and under development, we take a long-term view of climate change risks and opportunities. We are focused on understanding how climate change may impact the performance of our portfolio and the steps we can take to increase climate resilience. We continue to evaluate the potential risks associated with climate change that could impact our portfolio and are taking proactive steps to plan for and/or mitigate such risks [...] We have aligned our climate-related disclosures with the recommendations of the Task Force on Climate-Related Financial Disclosures (TCFD). The TCFD framework has informed the development of our strategy for identifying and managing both physical and transition risks associated with climate change.","At BXP, we believe we can play a leading role in advancing the transition to a low-carbon economy through our climate action efforts. As a long-term owner and active manager of real estate assets in operation and under development, we take a long-term view of climate change risks and opportunities. We are focused on understanding how climate change may impact the performance of our portfolio and the steps we can take to increase climate resilience. We continue to evaluate the potential risks associated with climate change that could impact our portfolio and are taking proactive steps to plan for and/or mitigate such risks [...] We have aligned our climate-related disclosures with the recommendations of the Task Force on Climate-Related Financial Disclosures (TCFD). The TCFD framework has informed the development of our strategy for identifying and managing both physical and transition risks associated with climate change.",32,text,"[[YES]] The company has identified many synergies between its climate change adaptation goals and other business goals. It is particularly concerned with how climate change may impact its portfolio and sees an opportunity to be a leader in the green real estate space, consistent with the interests os stakeholders and pressing risks of climate change.",3.0,,directly,1
8,2022_BXP_ESG_Report.pdf,Does the company seek to adjust its business model to better provide climate change adaptation products and services?,"In 2022 we continued to advance our ESG efforts by: […] increasing property area certified under the U.S. Green Building Council Leadership in Energy and Environmental Design (LEED) rating system to 28.6 million square feet, of which 93% is certified at the highest Gold and Platinum levels [...] issuing $750.0 million in principal aggregate amount of unsecured senior notes in our fifth ""green bond"" offering and committing to allocate the net proceeds of $743.5 million to ""eligible green projects"" that support our sustainability goals [...]","In 2022 we continued to advance our ESG efforts by: […] increasing property area certified under the U.S. Green Building Council Leadership in Energy and Environmental Design (LEED) rating system to 28.6 million square feet, of which 93% is certified at the highest Gold and Platinum levels [...] issuing $750.0 million in principal aggregate amount of unsecured senior notes in our fifth ""green bond"" offering and committing to allocate the net proceeds of $743.5 million to ""eligible green projects"" that support our sustainability goals [...]",4,text,"[[YES]] The company adjusts its business model to better provide climate adaptation products and services. It is engaged in addressing climate-related issues at all levels of the business, including by issuing green bonds, developing LEED projects, decarbonizing and reducing water usages, supporting sustainable construction material, and assessing climate vulnerabilities to build adapted infrastructure. The company strives to be a leader in green building, advacing a low-carbon economy.",2.0,,indirectly,1
19,AT&T 2022 Sustainability Summary.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"In collaboration with the U.S. Department of Energy’s Argonne National Laboratory (Argonne), we developed AT&T’s Climate Change Analysis Tool (CCAT), which helps visualize wind, drought, wildfire and flooding at the neighborhood level – up to 30 years in the future. With CCAT, we can take climate change into account as we plan for network buildouts, maintenance and disaster preparedness. We also collaborated with Argonne and the Federal Emergency Management Authority to share our climate expertise more widely through the launch of ClimRR, a climate risk and resilience portal that offers CCAT data for community preparedness initiatives across the U.S. (page 15).","In collaboration with the U.S. Department of Energy’s Argonne National Laboratory (Argonne), we developed AT&T’s Climate Change Analysis Tool (CCAT), which helps visualize wind, drought, wildfire and flooding at the neighborhood level – up to 30 years in the future. With CCAT, we can take climate change into account as we plan for network buildouts, maintenance and disaster preparedness. ",9,text,"YES. AT&T states that climate change will be taken into account in planning for network buildouts, maintenance and disaster preparedness. However, no further details are provided.",1.0,,indirectly,1
18,AT&T 2022 Sustainability Summary.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"GOAL / TARGET PROGRESS
Work to ensure 50% of our suppliers (covering purchased goods and services, capital goods, and downstream leased assets as a portion of spend) set their own science-based Scope 1 and 2 GHG targets by the end of 2024.","Work to ensure 50% of our suppliers (covering purchased goods and services, capital goods, and downstream leased assets as a portion of spend) set their own science-based Scope 1 and 2 GHG targets by the end of 2024.",31,text,"NO. While AT&T does not explicitly require suppliers to carry out climate-related risk assessments, they have set targets to encourage suppliers to set science-based GHG reduction targets and to report sustainability performance metrics.",1.0,,indirectly,1
4,AT&T 2022 Sustainability Summary.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"We’re helping communities enhance their resilience through the launch of a climate data platform called the Climate Risk and Resilience Portal (ClimRR) – developed in partnership with the Federal Emergency Management Agency and Argonne National Labs. ClimRR gives local and state leaders free access to localized climate data about potential future climate-related risks and how their community could be affected. Similar to how AT&T uses climate data to inform its own investment decisions (page 8), ClimRR can inform where and how communities can make their own infrastructure more resilient.","ClimRR gives local and state leaders free access to localized climate data about potential future climate-related risks and how their community could be affected. Similar to how AT&T uses climate data to inform its own investment decisions (page 8), ClimRR can inform where and how communities can make their own infrastructure more resilient.",16,text,"YES. In collaboration with U.S. government agencies, AT&T had developed a Climate Change Analysis Tool (CCAT) to visualize impacts of climate change at the neighborhood level.",2.0,,indirectly,1
1,AT&T 2022 Sustainability Summary.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"Increasing climate resilience 
Our approach to climate risk recognizes that we must not only transition to a low-carbon economy (page 24), but importantly, address the physical impacts of climate change. Building climate resilience means understanding the threats we face from climate change and taking steps to prepare our infrastructure to withstand more frequent extreme weather. Fortifying our network helps ensure continuity for the millions of people who depend on our connectivity services every day","Our approach to climate risk recognizes that we must not only transition to a low-carbon economy (page 24), but importantly, address the physical impacts of climate change.",9,text,"YES. In collaboration with U.S. government agencies, AT&T had developed a Climate Change Analysis Tool (CCAT) to visualize impacts of climate change at the neighborhood level.",3.0,,indirectly,1
2,AT&T 2022 Sustainability Summary.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"In collaboration with the U.S. Department of Energy’s Argonne National Laboratory (Argonne), we developed AT&T’s Climate Change Analysis Tool (CCAT), which helps visualize wind, drought, wildfire and flooding at the neighborhood level – up to 30 years in the future. With CCAT, we can take climate change into account as we plan for network buildouts, maintenance and disaster preparedness. We also collaborated with Argonne and the Federal Emergency Management Authority to share our climate expertise more widely through the launch of ClimRR, a climate risk and resilience portal that offers CCAT data for community preparedness initiatives across the U.S. (page 15).","In collaboration with the U.S. Department of Energy’s Argonne National Laboratory (Argonne), we developed AT&T’s Climate Change Analysis Tool (CCAT), which helps visualize wind, drought, wildfire and flooding at the neighborhood level – up to 30 years in the future. With CCAT, we can take climate change into account as we plan for network buildouts, maintenance and disaster preparedness. ",9,text,"YES. In collaboration with U.S. government agencies, AT&T had developed a Climate Change Analysis Tool (CCAT) to visualize impacts of climate change at the neighborhood level.",1.0,,indirectly,1
3,AT&T 2022 Sustainability Summary.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"In 2022, we continued to enhance our climate risk management by engaging an external vendor to conduct a scenario analysis, building on our existing climate impact assessment work. Relevant insights will be incorporated into AT&T sustainability governance, risk management, and financial and strategic planning processes.","In 2022, we continued to enhance our climate risk management by engaging an external vendor to conduct a scenario analysis, building on our existing climate impact assessment work. Relevant insights will be incorporated into AT&T sustainability governance, risk management, and financial and strategic planning processes.",9,text,"YES. In collaboration with U.S. government agencies, AT&T had developed a Climate Change Analysis Tool (CCAT) to visualize impacts of climate change at the neighborhood level.",1.0,,indirectly,1
20,AT&T 2022 Sustainability Summary.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"Progressing toward circularity All electronic devices should be reused, refurbished or recycled. Reusing devices contributes to a circular economy and helps create more affordable product options for consumers. In 2022, we recovered 14.9 million devices including mobile phones, internet gateways and television set top boxes. 27 Some of these devices are refurbished and distributed to students affected by the digital divide (page 10). If a device cannot be reused in its entirety, we extract individual parts that may be reusable and recycle any remaining plastics and metals.","All electronic devices should be reused, refurbished or recycled. Reusing devices contributes to a circular economy and helps create more affordable product options for consumers. In 2022, we recovered 14.9 million devices including mobile phones, internet gateways and television set top boxes.",28,text,"YES. AT&T states that climate change will be taken into account in planning for network buildouts, maintenance and disaster preparedness. However, no further details are provided.",2.0,,indirectly,1
5,AT&T 2022 Sustainability Summary.pdf,Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,"Increasing climate resilience 
Our approach to climate risk recognizes that we must not only transition to a low-carbon economy (page 24), but importantly, address the physical impacts of climate change. Building climate resilience means understanding the threats we face from climate change and taking steps to prepare our infrastructure to withstand more frequent extreme weather. Fortifying our network helps ensure continuity for the millions of people who depend on our connectivity services every day",Building climate resilience means understanding the threats we face from climate change and taking steps to prepare our infrastructure to withstand more frequent extreme weather. Fortifying our network helps ensure continuity for the millions of people who depend on our connectivity services every day,9,text,"NO. AT&T does not share the methodology used to identify its dependencies on the environment. However, they do mention the impact climate change can have on its network buildouts, maintenance and disaster preparedness.",1.0,,indirectly,1
6,AT&T 2022 Sustainability Summary.pdf,Does the company report the methodology used to identify the dependencies and impact of its business activities on the environment?,"In collaboration with the U.S. Department of Energy’s Argonne National Laboratory (Argonne), we developed AT&T’s Climate Change Analysis Tool (CCAT), which helps visualize wind, drought, wildfire and flooding at the neighborhood level – up to 30 years in the future. With CCAT, we can take climate change into account as we plan for network buildouts, maintenance and disaster preparedness. We also collaborated with Argonne and the Federal Emergency Management Authority to share our climate expertise more widely through the launch of ClimRR, a climate risk and resilience portal that offers CCAT data for community preparedness initiatives across the U.S. (page 15).","In collaboration with the U.S. Department of Energy’s Argonne National Laboratory (Argonne), we developed AT&T’s Climate Change Analysis Tool (CCAT), which helps visualize wind, drought, wildfire and flooding at the neighborhood level – up to 30 years in the future. With CCAT, we can take climate change into account as we plan for network buildouts, maintenance and disaster preparedness. ",9,text,"NO. AT&T does not share the methodology used to identify its dependencies on the environment. However, they do mention the impact climate change can have on its network buildouts, maintenance and disaster preparedness.",1.0,,indirectly,1
7,AT&T 2022 Sustainability Summary.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","Guided by our Climate Strategy and Transition Plan, we’re acting to address climate change and prepare for its impacts. We have set a goal to be carbon neutral, targeting net zero Scope 1 and 2 greenhouse gas (GHG) emissions2 for our operations by the end of 2035, guided by a science-based target (SBT) aligned with keeping global temperature increases to below 1.5 degrees Celsius.","Guided by our Climate Strategy and Transition Plan, we’re acting to address climate change and prepare for its impacts. We have set a goal to be carbon neutral, targeting net zero Scope 1 and 2 greenhouse gas (GHG) emissions2 for our operations by the end of 2035, guided by a science-based target (SBT) aligned with keeping global temperature increases to below 1.5 degrees Celsius.",25,text,NO. AT&T does not refer to any third-party climate scenarios.,1.0,,indirectly,1
8,AT&T 2022 Sustainability Summary.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"Suppliers 
We partner with responsible suppliers who enhance the resilience of our business and advance industry practice.",We partner with responsible suppliers who enhance the resilience of our business and advance industry practice.,5,table,"NO. While AT&T does not explicitly require suppliers to carry out climate-related risk assessments, they have set targets to encourage suppliers to set science-based GHG reduction targets and to report sustainability performance metrics.",2.0,,indirectly,1
0,AT&T 2022 Sustainability Summary.pdf,Does the company have a specific process in place to identify risks arising from climate change?,"We’re taking bold action to help bridge the digital divide, and we’re innovating with connectivity solutions to address some of society’s greatest challenges such as climate change. We’re also creating long-term value by reducing our environmental footprint, enhancing workforce diversity, and integrating ESG considerations into corporate risk management.","We’re also creating long-term value by reducing our environmental footprint, enhancing workforce diversity, and integrating ESG considerations into corporate risk management.  ",4,table,"YES. In collaboration with U.S. government agencies, AT&T had developed a Climate Change Analysis Tool (CCAT) to visualize impacts of climate change at the neighborhood level.",3.0,,indirectly,1
10,AT&T 2022 Sustainability Summary.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We continue to progress toward our carbon neutral and SBT ambitions, having reduced emissions by more than 41% at the end of 2022 (2015 baseline).3 Looking beyond AT&T’s operations, we’ve achieved our objective for at least 50% of our suppliers22 to set their own science-based targets (page 29). We’ve also committed to supporting a gigaton of customer emissions reductions through our Gigaton Goal (page 26)","Looking beyond AT&T’s operations, we’ve achieved our objective for at least 50% of our suppliers22 to set their own science-based targets (page 29). ",25,text,"NO. While AT&T does not explicitly require suppliers to carry out climate-related risk assessments, they have set targets to encourage suppliers to set science-based GHG reduction targets and to report sustainability performance metrics.",1.0,,indirectly,1
11,AT&T 2022 Sustainability Summary.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"Whether it’s combatting climate change, enhancing diversity, or upholding human rights, we accomplish more when we work together with our trusted suppliers.  
As a global company, we rely on a diverse set of suppliers around the world.29 We partner with suppliers who hold themselves to high ethical standards and who work with us to advance sustainable business practices throughout our supply chain.",We partner with suppliers who hold themselves to high ethical standards and who work with us to advance sustainable business practices throughout our supply chain.,29,text,"NO. While AT&T does not explicitly require suppliers to carry out climate-related risk assessments, they have set targets to encourage suppliers to set science-based GHG reduction targets and to report sustainability performance metrics.",3.0,,indirectly,1
12,AT&T 2022 Sustainability Summary.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,SUPPLIERS WITH THEIR OWN SCIENCE-BASED GHG TARGETS 53%,SUPPLIERS WITH THEIR OWN SCIENCE-BASED GHG TARGETS 53%,29,text,"NO. While AT&T does not explicitly require suppliers to carry out climate-related risk assessments, they have set targets to encourage suppliers to set science-based GHG reduction targets and to report sustainability performance metrics.",1.0,,indirectly,1
13,AT&T 2022 Sustainability Summary.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"Combatting climate change together We're using our scale and influence to encourage AT&T suppliers to reduce their own carbon emissions. Part of AT&T’s science-based target (page 24) includes a commitment to ensure 50% of our suppliers4 set their own science-based GHG targets by year-end 2024. We’re proud to report that we achieved our goal – as of year-end 2022, 53% of our suppliers have set science-based targets. Through the year, we also trained suppliers on using environmental reporting to track progress and reduce their environmental impact over time. Suppliers representing more than $7 billion in annual spend participated in the training.","We're using our scale and influence to encourage AT&T suppliers to reduce their own carbon emissions. Part of AT&T’s science-based target (page 24) includes a commitment to ensure 50% of our suppliers4 set their own science-based GHG targets by year-end 2024. We’re proud to report that we achieved our goal – as of year-end 2022, 53% of our suppliers have set science-based targets.",30,text,"NO. While AT&T does not explicitly require suppliers to carry out climate-related risk assessments, they have set targets to encourage suppliers to set science-based GHG reduction targets and to report sustainability performance metrics.",1.0,,indirectly,1
